title,color,lowScore,highScore,set,rarity,instant,removal,face,fixing,review,imageUrl
Colossal Dreadmaw,green,3,,m19,common,,,,,"This is slightly worse than Carnage Tyrant, mainly because of the lesser stats and lack of great abilities. It's still a perfectly acceptable finisher, and a card I'll play multiples of in a ramp deck. It doesn't even sound bad to play one in a red-green beatdown deck, as a 6/6 trample is no laughing matter for the opponent.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Colossal Dreadmaw.png
Colossal Majesty,green,1.5,2.5,m19,uncommon,,,,,"Colossal Majesty strikes me as a bit win-more, but I'd still run it with six or seven creatures that fit the bill. Like with Sarkhan's Unsealing, Onakke Ogre will be your friend, and there are a couple of other midrange creatures that are colossal enough to trigger this.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Colossal Majesty.png
Daggerback Basilisk,green,2,,m19,common,,,,,"The basilisk doesn't hit for enough damage to be an offensive threat, and is small enough that it doesn't stonewall opposing creatures either. It can trade up against decks with big creatures, but looking at a board of 2/2s when you have this can be a dagger. I like having access to this, as it will be very potent out of the sideboard, but don't take this early.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Daggerback Basilisk.png
Declare Dominance,green,3.5,,m19,uncommon,,,,,"I think this card will end up being surprisingly dominant. You can use it as a removal spell, and pretty easily pick up a 2-for-1 in the midgame-your 3/3 eats their 2/2 plus their 3/3. Unlike previous versions of this spell, everything has to block, not just something, so you can really wipe out their forces. Later in the game, this lets everything else get through unimpeded, letting you overrun them with attackers. This card will miss some of the time, and is weak to instant-speed removal, but the upside is high enough that it will be an early pick.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Declare Dominance.png
Druid of Horns,green,1,2,m19,uncommon,,,,,"Unplayable without Auras and unexciting with, this isn't a card I'm looking to put in my deck. I don't want to build around it, and don't like the path it leads you down. I guess the joke is that Talons of Wildwood is a low-risk way of making beasts, but I don't really want to play Talons.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Druid of Horns.png
Druid of the Cowl,green,3,,m19,common,,,,,"Mana Elves are good, and one that can block when you don't need it for mana is pretty sweet. There's not much to say about this-it's a great card for any green deck, and a reason to go into green.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Druid of the Cowl.png
Dryad Greenseeker,green,3.5,,m19,uncommon,,,,,"I'm in love with this card. It's great at any point in the game, and it helps smooth out your draws while ensuring that you don't get flooded in the late game. You only draw lands when you have two in a row, easily letting you overpower your opponent if the game goes long (while blocking and finding you lands in the early game). This card is all about the green, and so am I.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Dryad Greenseeker.png
Elvish Clancaller,green,1,,m19,rare,,,,,"With three Elves at common, none of which are great attackers, this isn't really a card for Limited. It is an exciting addition to Constructed, so be on the lookout for Clancallers to unite in Modern.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Elvish Clancaller.png
Elvish Rejuvenator,green,3,,m19,common,,,,fixing,"This is great. Not only does it ramp you, it does some color-fixing, and leaves you up a card. Even if you can't make specific use of the 1/1 (with sacrifice effects or the like), this can still chump block or make double-blocks better. I'm in for any and all of these that I can get.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Elvish Rejuvenator.png
Ghastbark Twins,green,2,,m19,uncommon,,,,,"Seven is much more than six, specifically when talking about which turn you hit 7 mana versus 6 mana. That said, this does block really well and can't be chumped easily, so it's not as ghastly as it may seem. I like this as a finisher, especially since they moved my favorite Wurm to rare.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Ghastbark Twins.png
Ghirapur Guide,green,2,,m19,uncommon,,,,,"If you want a 3/2 for 3, this certainly delivers. The activated ability isn't all that great because it's expensive and somewhat situational, but as an upside on a passable body you could do worse. This occupies a weird space of trying to be an aggressive green card with an ability that doesn't quite get there, and as a result most decks aren't that interested.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Ghirapur Guide.png
Giant Spider,green,3,,m19,common,,,,,"An Alpha throwback, Giant Spider has been great in green decks since 1993. This fits nicely into the plan of ramping out big creatures, and protects you from most threats in the air. It is relevant that Aven Wind Mage can beat it in a fight. When your common Spider can't beat the common Wind Drake, blue does have an edge.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Giant Spider.png
Gift of Paradise,green,1.5,3,m19,uncommon,,,,fixing,"In a deck that wants this, it's one of the best cards. It fixes your colors, ramps you, and gives you a little life to play with. In a 2 color deck with a low to medium curve, it's not great, but more green decks will fall into the first camp. This ended up being awesome in Amonkhet/Hour Limited, and there are enough ramp payoffs that this will perform in this format too.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Gift of Paradise.png
Gigantosaurus,green,0,3,m19,rare,,,,,"Unless you're mono-green, don't play this. Seriously, just don't. You need 14+ Forests for it to pull its (considerable) weight, and even then it's not a bomb. This is no Tempest Djinn, and is a gigantic pain to get to work properly.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Gigantosaurus.png
"Goreclaw, Terror of Qal Sisma",green,4,,m19,rare,,,,,"The Terror does live up to its over-wrought name, as it attacks as a 5/4 trampler and makes your other big creatures cheaper and bigger. You don't need anything else for this to be great, and it won't be hard to find friends for it in any case.","https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Goreclaw, Terror of Qal Sisma.png"
Greenwood Sentinel,green,2,,m19,common,,,,,"If this ends up being more of a bear format, this will earn its 2.0 rating, but I wouldn't be surprised if this was a 1.5. Core sets tend to alternate between ""play all your bears"" and ""you need bigger cards to win"", so it'll be interesting to see where this lands. I suspect that G/W and R/G are likely to play this more often, with U/G and B/G largely leaving it on the sidelines. Vigilance isn't nothing, but it's not much, since this will perish most of the times it gets into combat.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Greenwood Sentinel.png
Highland Game,green,1,,m19,common,,,,,"This, on the other hand, is a very small game. I'm not keen on 1 toughness creatures, and this looks like fodder to me. It is a passable sideboard card against an aggro deck full of 3/2s, but attacking with this is a fool's game.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Highland Game.png
Hungering Hydra,green,4,,m19,rare,,,,,"I had to read this cards a few times to make sure that I had it right-when it survives damage, it gets huge. There's no drawback, just reverse menace, and between this being good at most points on the curve and splashable, it's an excellent early pick. I know the hungering life, and can confirm this has what it takes.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Hungering Hydra.png
Naturalize,green,0.5,,m19,common,instant,removal,,,"The format isn't extreme enough to push this into main decks, so it falls into its natural place as a sideboard card.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Naturalize.png
Oakenform,green,1,,m19,common,,,,,"Against a removal-light deck, this will often end the game. Against someone with bounce or removal, it will do the same, just in reverse. I'd avoid playing this in my main deck, though it's a decent sideboard card against decks that can't punish you for playing it.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Oakenform.png
Pelakka Wurm,green,4.5,,m19,rare,,,,,"I love me a Pelakka Wurm, and I'm sad it's now a rare. The reason I'm so high on this is that it stabilizes with the 7 life, making it less risky to tap out for, and draws you a card when it dies, making it a good exchange against removal. Those two abilities shore up most of the problems 7-drops typically have, and leave you with an excellent finisher and ramp incentive.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Pelakka Wurm.png
Plummet,green,0.5,,m19,common,instant,removal,,,"I'd always sideboard this in Draft and often main deck it in Sealed, especially if you're light on flying defense. Plummet is a great card to exist, and there's a reason something like it is printed in every set.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Plummet.png
Prodigious Growth,green,4,,m19,rare,,,,,"As much as I bag on Auras, I'm not opposed to playing them when they are game-winners. Prodigious Growth essentially is a 7/7 haste trampler for 6, with the requirement that you have a creature in play (and an upside of adding in that creature's stats). When this works, it's incredible, which is why I like it so much more than something like Oakenform. This still is vulnerable to instant-speed removal, but you end the game often enough when you cast this that sorcery-speed removal isn't as big a concern.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Prodigious Growth.png
Rabid Bite,green,3,,m19,common,,removal,,,"Green sometimes wants a fair fight and sometimes wants to fight dirty, with biting definitely in the latter camp. Rabid Bite is a solid piece of removal, though it will be more of a nibble against big creatures or in creature-light decks.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Rabid Bite.png
Reclamation Sage,green,3.5,,m19,uncommon,,removal,,,"What vaults Sage past Naturalize is that the fail case here is a 2/1 for 3, which is at least a card. When this works, it's a huge upside, and when it doesn't, you can often trade it off, even if it's inefficient. That says a lot about the value of a card, and why this is a card I'll take early and play while Naturalize is a sideboard-only option.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Reclamation Sage.png
Recollect,green,0.5,,m19,uncommon,,,,,"The strength of Recollect is giving you another shot at a powerful card. The downsides are that it won't always have targets and that you're paying 3 mana on top of whatever the card originally cost. That's not enough to make this good, and I'd advise against it.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Recollect.png
Rhox Oracle,green,3,,m19,common,,,,,"You can't play too many of these (sounds like a dare to me), but having 1-2 on the top of the curve will be lovely. You pull slightly ahead every time you cast one, and they rhox at trading for 4/4s. Their weakness is aggro, so make sure you have good defense if this is your plan.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Rhox Oracle.png
Root Snare,green,0.5,,m19,common,instant,,,,"Cards like this (Fogs, after the original) are marginal sideboard cards at best, but they can be good against combat tricks and particularly Overruns (like Declare Dominance).",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Root Snare.png
Runic Armasaur,green,3.5,,m19,rare,,,,,"Runic Armasaur is sturdy, to say the least, and will make life difficult for the opponent. There are enough creatures with activated abilities that its text box is relevant, and it blocks well enough that I'd be happy to play it regardless.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Runic Armasaur.png
Scapeshift,green,0,,m19,mythic,,,,fixing,"If you want to draft this for…collectability reasons (a.k.a. $$$), by all means do so, but don't expect it to do much in Limited. I guess it can thin your deck of lands, but that's a marginal upside for a 4 mana blank.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Scapeshift.png
Talons of Wildwood,green,1,,m19,common,,,,,"I won't want to pay 2 mana for +1/+1 and trample, even if I get to buy it back later. This is green's version of Equipment, and it's not effective enough to get me interested.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Talons of Wildwood.png
Thorn Lieutenant,green,3.5,,m19,rare,,,,,"This won't just be a thorn in the opponent's side, it'll be a whole bush. It attacks without fear early, plays like a 6/7 late, and punishes the opponent for trying to deal with it. It's good at every stage in the game, which is exactly what you want out of your cards.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Thorn Lieutenant.png
Thornhide Wolves,green,2,,m19,common,,,,,"You can do worse for 5 mana, even if these aren't the most exciting beasts you could be summoning. Green has plenty of solid vanillas, and there's nothing wrong with playing a couple of ‘em.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Thornhide Wolves.png
Titanic Growth,green,2,,m19,common,instant,,,,"Titanic Growth checks a lot of boxes when it comes to what you want out of a trick: Not every deck wants combat tricks, and in particular the high curve green decks won't, but this is good in any beatdown or midrange deck.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Titanic Growth.png
Vigilant Baloth,green,3,,m19,uncommon,,,,,"What does Vigilant Baloth do, I wonder? This is efficient enough that I'd always play it, and if you're lacking in beef, feel free to move it up the pick order. It defends nicely, and vigilance is good for defensive decks.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Vigilant Baloth.png
Vine Mare,green,3,,m19,uncommon,,,,,"I could easily see this being closer to a 3.5, at least once you have a couple Auras. It's vine by itself, but really gets going once you pants it up. Hey, I'll take the big hexproof things being uncommon, especially when the good Auras are uncommon as well. This is no Jade Guardian // One with the Wind situation.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Vine Mare.png
Vivien Reid,green,4,,m19,mythic,,,,,"Vivien Reid fits nicely in almost any green deck. She finds more creatures/lands while increasing an already-high loyalty, and can snipe opposing flyers if need be (plus handle pesky artifacts/enchantments). She isn't a busted planeswalker, but is a solid card that I'd always be happy to have. I'd like her a lot more if she defended herself against ground creatures, but luckily green is already good at doing that.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Vivien Reid.png
Vivien's Invocation,green,1.5,3,m19,rare,,,,fixing,"In a dedicated ramp deck with a lot of solid creatures, this is a decent finisher. There's a natural tension between this and expensive creatures, as you can't just run 10 cards that cost 5+ mana, but if you have 4-6 good hits and 6-8 decent ones, this will be worth 7 mana.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Vivien's Invocation.png
Wall of Vines,green,0.5,,m19,common,,,,,"I'd never main deck it, but I might side it against small flyers. Given how good most of the flyers are, this doesn't even seem good after board, but it might have some applications.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Wall of Vines.png
Aerial Engineer,white+blue,3,,m19,uncommon,,,,,"Aerial Engineer is a solid body by itself, though not one you'd play without the upside. If you have 2-3 artifacts in your deck, this card is good, and at 4+ it becomes one of your better cards (and I'd adjust the rating up accordingly).",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Aerial Engineer.png
"Arcades, the Strategist",green+white+blue,3,,m19,mythic,,,,,"Arcades has committed some strategic errors in this set, as a splash card that triggers when you cast a defender is awkward when it comes down after all of the defenders. This is tough to build around, though some decks might be able to get there. If you've got a little mana fixing and 2+ defenders, this is playable, but it's nowhere near the bomb some of its brethen are.","https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Arcades, the Strategist.png"
Brawl-Bash Ogre,black+red,3,3.5,m19,uncommon,,,,,"This is a great sacrifice outlet for Act of Treason, as it doesn't cost any mana to use and attacks quite well without a ton of support. It's always playable if you're black-red, and can really headline a sacrifice deck once you provide the necessary fodder. This is a build-around I wouldn't mind starting with, as the rewards are there.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Brawl-Bash Ogre.png
"Chromium, the Mutable",white+blue+black,4.5,,m19,mythic,,,,,"Now this is more like it. Chromium is splashable, impossible to deal with (it dodges counters, removal, and is big enough that it won't die in combat often either), and finishes the game really quickly. If I was any two of these colors, I'd snap this up, and would be very happy first-picking Chromium despite it's tri-color requirements. It's fitting that an Elder Dragon is a huge bomb, and I'd be disappointed if it weren't.","https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Chromium, the Mutable.png"
Draconic Disciple,red+green,3.5,,m19,uncommon,,,,,"Draconic Disciple is the perfect ramp card. It fixes your colors, accelerates you, and once you're flush with mana, turns into a 5/5 flyer. That checks all the boxes I look for, and makes this one of the better gold cards in the set.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Draconic Disciple.png
Enigma Drake,blue+red,2,3.5,m19,uncommon,,,,,"The low end of the rating on this is a bit of a mirage because the people who want this are going to snap it up early enough that you aren't likely to see it super late. When you have 7+ spells, this is playable, and at 10+ it's just absurd. This was one of my favorite cards to build around in Amonkhet, and U/R Spells is a strong archetype in M19 as well.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Enigma Drake.png
Heroic Reinforcements,red+white,3.5,,m19,uncommon,,,,,"This card is a beating in an aggro deck. By itself, it brings two 2/2 haste creatures, and it'll often pump 2-3 other creatures as well. Curving into this on turn 5 or 6 is nigh-unbeatable, and at almost any point in the game it will be awesome. It's at its worst when your offense is halted, but even then it puts a decent amount of power on the board. It loses a lot of luster in defensive decks, so keep that in mind.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Heroic Reinforcements.png
"Nicol Bolas, the Ravager",blue+black+red,4.5,,m19,mythic,,,,,"While you don't get all the mileage possible out of this costing just 4 mana because you aren't often playing it turn 4, Nicol Bolas is still an amazing threat. It comes down, eats a card, and is a 4/4 flyer that threatens to turn into an unbeatable planeswalker. The Arisen has so much loyalty that the opponent is unlikely to be able to kill it, and the combination of killing the best creature, reanimating the best creature, or drawing two cards is a powerful one. There are few situations where this won't just win you the game.","https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Nicol Bolas, the Ravager.png"
"Palladia-Mors, the Ruiner",red+green+white,4.5,,m19,mythic,,,,,"Hexproof until it deals damage is a really neat text box-it's guaranteed to get a hit in (or a block-note that ""deals damage"" doesn't just mean to players), but the opponent can kill this afterwards. Palladia-Mors is still a beating, and a 6/6 flying, vigilance, trample is no joke. The fact that it lives when you tap out for it is huge, as that shores up one of the biggest weaknesses of huge creatures, and that pushes it to a 4.5.","https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Palladia-Mors, the Ruiner.png"
Poison Tip Archer,black+green,4,,m19,uncommon,,,,,"Poison Tip Archer is an absurd uncommon. Not only does it trade for anything, including sniping flyers, but the passive ability that pings the opponent is hugely threatening as the game goes on. There are some boards where this never attacks or blocks and still is the best creature out, especially since it triggers whenever any creature dies, whether it be yours or theirs. I'd splash this, and it's a great reason to go into B/G.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Poison Tip Archer.png
Psychic Symbiont,blue+black,4,,m19,uncommon,,,,,"Speaking of splashing, Symbiont is a great card to pick up if you're either of its colors. It has a huge impact on the game and is one of the easiest 3-for-1s you'll ever see. It doesn't take a psychic to figure out why I love this card, and it gets especially filthy if you can bounce this or return it from the graveyard.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Psychic Symbiont.png
Regal Bloodlord,white+black,3.5,,m19,uncommon,,,,,"Regal Bloodlord is a medium-sized flyer that does a good job of dragging out the game, and there's enough incidental life gain that it will make a flyer or two without you even building your deck around it. When you do build your deck around it, it becomes awesome, and that makes this card a very safe bet.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Regal Bloodlord.png
Satyr Enchanter,green+white,1,3,m19,uncommon,,,,,"Building your deck around this might be an enchanting proposition, but it doesn't seem all that likely to happen. Filling your deck full of Auras isn't where you want to be, and you aren't picking up enough Luminous Bonds to satisfy the Satyr by itself. It is cute with Talons of Wildwood, but unless you pick up two Satyrs, I wouldn't go all-in on that strategy.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Satyr Enchanter.png
Skyrider Patrol,green+blue,4,,m19,uncommon,,,,,"Ride or die is right, as this just runs over the opponent unless they stop it quickly. You hit for 5+ damage each turn, and the accumulated counters give you value even if they can halt your offense. This is splashable, but is much stronger in base blue-green because you can play this on turn 6 and immediately use the trigger.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Skyrider Patrol.png
"Vaevictis Asmati, the Dire",black+red+green,4.5,,m19,mythic,,,,,"Your opponent will be in dire straights if you get to attack with this, and given that it's a 6/6 flyer, there aren't many ways for them to stop you. It even triggers on attacks, not damage, so there's no way they can assemble enough blockers to stop this. It is worth noting that it doesn't just kill their cards, as they can flip something sick, but it's still a highly advantageous trigger.","https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Vaevictis Asmati, the Dire.png"
Amulet of Safekeeping,artifact,0.5,,m19,rare,,,,,"I guess you could side this in against someone who makes a million Bat or Goblin tokens, but that seems very unlikely. This text box is a doozy, and is so clearly aimed at U/R Storm in Modern that you end up with a super awkward text box (and one that makes no sense to most people who read it, especially in a core set).",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Amulet of Safekeeping.png
Arcane Encyclopedia,artifact,3,,m19,uncommon,,,,,"There are some decks that need this so badly they'll take it as if it were a 3.5 or even 4.0, but the format isn't quite slow enough for this to be a windmill slam bomb. If either player curves out, this is a little slow, though it will win any game where the owner stabilizes. It's great in Sealed, full stop, because decks are on balance quite slow and grindy-throwing the book at them is a great strategy.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Arcane Encyclopedia.png
Chaos Wand,artifact,1.5,2.5,m19,rare,,,,,"The rating here is basically nonsense because the range on this is so wide. Overall, I'd always main deck this in Sealed and tend to sideboard it in Draft, which makes it a 1.5 in Draft and a 3.5 in Sealed, but it is pretty wild. I crushed my first Sealed with it because everyone always plays 3+ pieces of removal in Sealed, but in Draft you could run up against a deck with all pump spells or whatever. I like this card, but would prefer to side it in against removal decks in Draft rather than main deck it.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Chaos Wand.png
Crucible of Worlds,artifact,0,,m19,mythic,,,,,"You should both never play this in Limited and basically always first pick it, for ""collectability reasons."" Actually, I'm allowed to say that cards are worth money here, so you should take it because it's worth a lot.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Crucible of Worlds.png
Desecrated Tomb,artifact,0,,m19,rare,,,,,"It seems like a stretch to get this going. You've got to go so deep on Macabre Waltz, and I just don't see that happening reliably enough.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Desecrated Tomb.png
Diamond Mare,artifact,0.5,3,m19,uncommon,,,,,"I'd sideboard this in against aggro, but otherwise would bet on a different horse (any of them). It just doesn't impact the board very much, and gaining a couple life isn't very exciting. The exception is in the life gain deck, where this provides a lot of triggers, but you'll know if you're in that deck.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Diamond Mare.png
Dragon's Hoard,artifact,2.5,,m19,rare,,,,,"I don't see this triggering all that often, but Manalith is a playable card in this format, and there are common and uncommon Dragons. This isn't as good as gold, but it's not unplayable either.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Dragon's Hoard.png
Explosive Apparatus,artifact,1.5,,m19,common,,removal,face,,"This isn't exactly explosive, but it's a playable card if you're short on removal or cards in general. Much like all artifacts, it gets an upgrade if you're in the artifact deck, but it's annoying that you have to sacrifice this to get value from it because that deck likes artifacts sitting in play.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Explosive Apparatus.png
Field Creeper,artifact,1,,m19,common,,,,,"Aggro decks will sometimes play 2-mana 2/1s, and artifact decks won't mind creeping into this guy's DMs, but for the most part you won't want to field this as part of your starting lineup.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Field Creeper.png
Fountain of Renewal,artifact,1.5,3,m19,uncommon,,,,,"In a normal deck, this isn't worth a card (even though it eventually replaces itself). In artifact decks or life gain decks, it's a fine way to get your synergies going.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Fountain of Renewal.png
Gargoyle Sentinel,artifact,2,,m19,uncommon,,,,,"Gargoyle Sentinel is unplayable in aggro decks and quite good in control or midrange decks, making it a card you'll play most of the time. Having to pay mana to attack is rough, but it can eventually finish things off and is a good-sized blocker.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Gargoyle Sentinel.png
Gearsmith Guardian,artifact,1.5,3,m19,uncommon,,,,,"This is pretty cute-it's an artifact that cares about blue cards, proving that the relationship goes both ways. This is a good reward for being in blue, and is a marginal playable outside of that.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Gearsmith Guardian.png
Magistrate's Scepter,artifact,0,,m19,rare,,,,,"Magistrate's Scepter takes way too long to pay off, and spending 15 mana to take an extra turn just isn't something you can do in Limited (or Constructed, for that matter).",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Magistrate's Scepter.png
Manalith,artifact,2,,m19,common,,,,fixing,"Ramp decks and 3-color decks both want this, which makes it a solid card in the format. Your 2-color midrange or aggro decks aren't into it, so you can probably pick these up in the middle of the pack if you're in the market for them.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Manalith.png
Marauder's Axe,artifact,1.5,,m19,common,,,,,"The effect here is powerful, but you can't just slot this into a deck and get good value. You want a way to make tokens or evasion creatures, or have a desperate need for artifacts.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Marauder's Axe.png
Meteor Golem,artifact,1.5,3.5,m19,uncommon,,removal,,,"In a normal deck, this is a tad too expensive. In a dedicated ramp/control deck, this is an awesome finisher. I love when there are powerful cards that only some decks can use, and give them bonus points for being 7-mana Golems (I have a soft spot for those).",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Meteor Golem.png
Millstone,artifact,1,2.5,m19,uncommon,,,,,"I like this in a few spots: as a finisher in Sealed, as a sideboard card against control, and as an artifact/finisher in a controlling artifact-matters deck. Don't put this in a normal deck, and try and find better finishers for your Draft control decks. Milling them only helps them unless you kill them (since there are various graveyard synergies) and this doesn't combine with very many other cards when it comes to finishing the game. It's also not super fast, so you aren't racing with this.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Millstone.png
Rogue's Gloves,artifact,2,,m19,uncommon,,,,,"If you have a lot of Thopters (or other evasive creatures) this can lock up the game very quickly. In a deck with all ground pounders, it's not worth a card, so know when to put the gloves on (and when to take them off).",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Rogue's Gloves.png
Sigiled Sword of Valeron,artifact,3.5,,m19,rare,,,,,"I've gotten to jam this multiple times already, and it's pretty nice. Sometimes your opponent eats the 2/2 token you make and it's not too exciting, but sometimes they don't and you win on the spot. It pairs well with flyers and removal both, and can go into any creature-based deck and be very good.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Sigiled Sword of Valeron.png
Skyscanner,artifact,3,,m19,common,,,,,"Given that this is colorless, an artifact, evasive, and combines with a ton of little synergies, it might actually be a 3.5. Either way, it's awesome, and I will be playing a ton of them.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Skyscanner.png
Suspicious Bookcase,artifact,2,,m19,uncommon,,,,,"I can't say enough good things about the flavor, even if the card is just fine. It's a good blocker in a control deck, and can eventually give you a way to finish things off.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Suspicious Bookcase.png
Transmogrifying Wand,artifact,3.5,,m19,rare,,removal,,,"There are some boards where this doesn't do much, and it's really bad in an aggro deck that attacks on the ground, but the effect is incredible in a control deck or a flyers deck. Downgrading three creatures into 2/4s is awesome, and if you have good blockers to corral those Oxen, this will be very close to triple-Terminate. The upside on this is high, and it's amazing if you build with it in mind.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Transmogrifying Wand.png
Cinder Barrens,land,3,,m19,common,,,,fixing,"You'll always play these and they help you splash, but they aren't ever going to be very high picks.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Cinder Barrens Cycle.png
Forsaken Sanctuary,land,3,,m19,common,,,,fixing,"You'll always play these and they help you splash, but they aren't ever going to be very high picks.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Forsaken Sanctuary.png
Foul Orchard,land,3,,m19,common,,,,fixing,"You'll always play these and they help you splash, but they aren't ever going to be very high picks.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Foul Orchard.png
Highland Lake,land,3,,m19,common,,,,fixing,"You'll always play these and they help you splash, but they aren't ever going to be very high picks.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Highland Lake.png
Meandering River,land,3,,m19,common,,,,fixing,"You'll always play these and they help you splash, but they aren't ever going to be very high picks.",https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/m19/Meandering River.png
