title,imageUrl,lowScore,highScore,review,color,set,rarity,instant,removal
Air Elemental,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379419/large/145739_200w.jpg?1505504599,3.5,,"From the first pack of Revised I ever opened until now, Air Elemental has been a powerhouse. A 4/4 flyer for 5 is a great addition to any Limited deck, and you'll be happy to have it.",blue,xln,,,
Arcane Adaptation,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375423/large/142001_200w.jpg?1503948874,0.5,,"The uses for this are few and far between. You need to have the odd combination of multiple great tribal payoffs while also failing to have enough ways to fulfill them. Even then, if you draw those payoffs and don't draw Adaptation, or vice versa, your deck doesn't really work. I'd pass on this in all but the strangest circumstances.",blue,xln,,,
Cancel,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379430/large/145741_200w.jpg?1505504634,1.5,,"Cancel always hovers between a 1.0 and a 2.5 or so, with the most likely grade being 1.5. Most formats aren't that kind to 3-mana counters that require double-blue, as the payoff for casting it is that you traded 1-for-1 and the punishment for having it sit in your hand is severe. I'd start by assuming this is marginally playable, and upgrade that if it turns out the format is slow enough.",blue,xln,common,instant,
Chart a Course,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378350/large/145262_200w.jpg?1504901292,3,,"At worst, this is draw 2 then discard 1, which is a serviceable deal for 2 mana. At best, it's a straight-up draw 2, and a card I want in any Limited deck. It's not hard to enable this, and you should be happy to have it in every deck. Even aggressive decks, which often don't want card draw, will play this, as you will almost never have to discard thanks to your frequent attacks.",blue,xln,,,
Daring Saboteur,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375425/large/142002_200w.jpg?1503948878,3,,"This is the most prized of all cards, a 2-drop that's great on turn 2 and very strong late in the game. Chipping in for 2 and looting is a good deal already, and being able to slip by defenses once you have extra mana makes this an auto-play in every deck.",blue,xln,,,
Deadeye Quartermaster,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377531/large/144790_200w.jpg?1504650135,1,3,"If you have two good hits, I'd be happy to run this. With only one, it's playable but not exciting. With none, it's clearly dregs, and all that sums up the card nicely. There aren't so many targets for this that I'd take it early, but once I had one good one I'd have my eye on this.",blue,xln,,,
Deeproot Waters,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377533/large/144792_200w.jpg?1504650138,1,2,"Goblinslide returns, and with hexproof! Merfolkslide is an intriguing card, and rewards you pretty heavily if you can get 10+ Merfolk into your deck. I wouldn't snap this up too early, as nobody else is likely to want it, but it does provide a good ground army if you get it in the right deck. Hexproof is a funny ability to have on 1/1s, but it's better than nothing.",blue,xln,,,
Depths of Desire,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379439/large/145742_200w.jpg?1505504660,2.5,,"I'd almost always run the first one of these, as a bounce spell that doubles as 1-shot ramp plus minor color fixing is a good deal for 3. Bounce spells do tend to get worse in multiples, as they are intrinsically card disadvantage, but I suspect most decks will desire one or two of these.",blue,xln,,,
Dive Down,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379528/large/145743_200w.jpg?1505504814,1,,"Combat tricks that don't increase power tend to be suspect at best, and I'm somewhat down on this as a result. It's a fine sideboard card against removal, or if you know the matchup is going to feature a lot of 3/3s and 4/4s on each side, but I wouldn't start it.",blue,xln,,,
Dreamcaller Siren,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375443/large/142003_200w.jpg?1503948915,4,,"Dreamcaller Siren doesn't need other Pirates to be a potent threat, as a 3/3 flyer with flash is a fantastic deal for 4 mana. Being unable to block ground creatures does make Dreamcaller Siren less likely to completely snap off the opponent, though it's still nice to play this end of turn and start smashing. Once you factor in the huge combat swing when you do have Pirates, this goes from an efficient beater to a game-changer, and a card I'd certainly call a dream.",blue,xln,,,
Entrancing Melody,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375446/large/142004_200w.jpg?1503948923,4,,"Stealing opposing creatures has always been bomb-level territory, and no matter how many times you hear the same song, it doesn't get old. This isn't the most efficient iteration we've seen, but paying 2 mana on top of the cost of the creature is still a price I'll gladly pay for such a swingy effect.",blue,xln,,,
Favorable Winds,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377651/large/144956_200w.jpg?1504729696,1,3,"In most decks, this is unplayable, but once you have 7+ flyers, especially cheap ones, it becomes a potent build-around. It's a little tricky because most decks full of flyers are already great, but why not make a great deck even better if you can?",blue,xln,,,
Fleet Swallower,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379418/large/145637_200w.jpg?1505504597,1.5,,"This is essentially graded as a 7-mana 6/6, because milling half the opponent's library just isn't that relevant an effect if you are attacking with such a monstrous creature. There are some games where that will matter, but for the most part this is an expensive finisher, and not a very notable one at that.",blue,xln,,,
Headwater Sentries,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377535/large/144812_200w.jpg?1504650142,1.5,,"This can help you make headwater in filling out your curve, but that's about it. If you really need a 4-drop, or are a heavy Merfolk deck, there are fishier things you could spend 4 mana on.",blue,xln,,,
Herald of Secret Streams,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375426/large/142005_200w.jpg?1503948880,1,2,"In the right deck, this is a playable finisher, though it often won't be necessary. If you're doing a good job accumulating +1/+1 counters, the last thing you need is a card that makes your creatures better at evasion, and a 2/3 for 4 isn't something I'm excited about. The main thing this makes me think of is someone streaming on Twitch without telling anyone, which then leads me to mention the best slogan I've seen on a shirt: ""Stream like nobody is watching."" Also, you probably shouldn't play this card.",blue,xln,,,
"Jace, Cunning Castaway",http://crystalcommerce-assets.s3.amazonaws.com/photos/6375528/large/Jace-Cunning-Castaway-Ixalan-Spoiler.png?1504043213,3.5,,"The bulk of Jace's power is in the -2 (and certainly not his arms-I'm gonna say that Jace does not lift). Making a 2/2 and sticking around to provide value isn't bad, and if you can protect Jace and get to 5, you get multiple tokens and a lot of card flow. If you are ahead, Jace is very good. If you are at parity, he pressures the opponent, and unless you are too far behind, he's still worth the low investment of 3 mana. Jace may not be a windmill slam like some other planeswalkers, but the combination of affecting the board and getting to an ultimate quickly does make him a good early pick.",blue,xln,,,
"Kopala, Warden of Waves",http://crystalcommerce-assets.s3.amazonaws.com/photos/6375428/large/142006_200w.jpg?1503948885,1.5,,"Making your Merfolk a little harder to target isn't going to make waves in most games of Limited, and a 3-mana 2/2 just doesn't excite me. I'd play this in a dedicated Merfolk deck, but it's not a build-around and not something I'd prioritize. All too often, the opponent is just going to ignore it, point their removal at non-Merfolk creatures, or just pay 2 mana and have it not disrupt their plans.",blue,xln,,,
Lookout's Dispersal,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378909/large/Lookouts-Dispersal.png?1505253860,2.5,,"I will always be on the lookout for this in a dedicated Pirate deck (6+), and it's a fine playable even in decks with just a few Pirates. I've played Convolute before, and getting a counter for 2 mana can lead to some mana-efficient turns.",blue,xln,,,
Navigator's Ruin,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379477/large/145744_200w.jpg?1505504723,0,,"This card is aptly-named-not only does there not look to be a supported mill deck, this requires you to attack each turn in order to mill the opponent. That goes against the primary advantage of mill decks, which is that you can play defensively and not waste resources trying to put together an offense. I'd avoid this.",blue,xln,,,
One With the Wind,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379479/large/145746_200w.jpg?1505504727,1.5,,"I am not a leaf on the wind, and hopefully none of my creatures will be either. I will grant that this card gets games over with quickly, and putting it on a 4/4 Dinosaur is threatening, but I don't mind working a little harder for my wins, instead of hoping the opponent doesn't have a removal spell. If you end up in a blue aggressive deck without many flyers, that's the most likely place for this to appear.",blue,xln,,,
Opt,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378004/large/145253_200w.jpg?1504822906,3,,"The ratings system breaks down a tiny bit here-I'll always play Opt since it makes your deck more consistent at little cost, but it's not a card I'd take over premium removal or cards that fill out your curve. It is a nice addition to any deck, and I'd happily play 2 or even 3.",blue,xln,,,
Overflowing Insight,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377653/large/144960_200w.jpg?1504729701,1,2.5,"In most decks, this isn't a playable. Spending 7 mana and not affecting the board is no way to go through life. In a control deck, this seems like a passable win condition, though it's still rough to stabilize, then play this, then hope to untap one more time. I'm certainly interested in using this to win the game, but I wouldn't be surprised if it was worse than just a 7-mana 6/6 or the like.",blue,xln,,,
Perilous Voyage,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379481/large/145748_200w.jpg?1505504730,2.5,,"It's a shame this doesn't reward you for bouncing the cards you really want to bounce (expensive ones), but it's still a cheap bounce spell with upside if you do bounce something cheap. Not being able to target your own stuff is a real drawback, so keep that in mind-this has lost a lot of flexibility as a result.",blue,xln,,,
Pirate's Prize,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379483/large/145750_200w.jpg?1505504733,2,,"I like the combination of drawing cards and getting a bonus mana to pay for them, though I'm aware that not every deck will want expensive card draw. The Prize also goes down as you get multiples, as there are only so many slots you can dedicate to effects like this. As for how many slots, I'm guessing 2-4, though I'm willing to find out what the upper limit is.",blue,xln,,,
Prosperous Pirates,http://crystalcommerce-assets.s3.amazonaws.com/photos/6376302/large/144532_200w.jpg?1504290492,2.5,,"I really like Prosperous Pirates in a ramp deck. As the top of your curve, they aren't quite as exciting, but getting you to at least 7 mana makes them useful for enabling sweet plays while playing good defense themselves.",blue,xln,,,
River Sneak,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378923/large/River-Sneak-Ixalan-Spoiler.png?1505253892,1,3,"You shouldn't play this in a non-Merfolk deck, though I suspect it'll sneak its way in more often than it should. In an aggressive Merfolk deck this looks great, and an easy way to clock the opponent for a solid 2 damage a turn.",blue,xln,,,
River's Rebuke,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375454/large/142007_200w.jpg?1503948950,3.5,,"Bouncing your opponent's entire board is quite the bounty, and well worth paying 6 mana for. If you start with this, aim to draft an aggressive deck, and you will be rewarded richly.",blue,xln,,,
Run Aground,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379496/large/145752_200w.jpg?1505504756,3,,"I'm happy playing Run Aground, as it trades for a card and leaves you either up mana or neutral in almost every case. That plus the ability to mess up combat and disrupt the opponent's plays makes it a solid playable that I'll always run.",blue,xln,,,
Sailor of Means,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379497/large/145756_200w.jpg?1505504758,2,,"I like the support for blue ramp here, as this fits perfectly into a control deck. It gives you a good blocker and a one-shot mana accelerant, all of which costs you only 3 mana. Aggressive decks will pass on this, but midrange and control shouldn't.",blue,xln,,,
Shaper Apprentice,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379499/large/145758_200w.jpg?1505504761,2,,"There isn't a huge cost to having this without other Merfolk, as a 2/1 for 2 is only slightly below average. As such, I'd prioritize it in a heavy Merfolk deck, but would still play it with just a few other fishy friends, assuming your curve needs a 2-drop.",blue,xln,,,
Shipwreck Looter,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379502/large/145760_200w.jpg?1505504767,1.5,,"One-shot looting is a good way to make this relevant in the late game, though it's not so powerful that it is a card I'm excited about at any point. It's got the same fail case as Shaper Apprentice with a much lower upside, and in a tribe that seems to care about critical mass a lot less. In this case, not looting may be correct.",blue,xln,,,
Shore Keeper,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379503/large/145763_200w.jpg?1505504769,1,2,"In no deck is this amazing, though I will be playing it in my control decks. If you're in the market for an 0/3 blocker, this is a keeper, though I know you really just want an excuse to play an un-delved Treasure Cruise. That actually seems legit to me, and I'm curious if Trilobite Control is a viable strategy, especially given the random Treasure counters floating around.",blue,xln,,,
Siren Lookout,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379537/large/145764_200w.jpg?1505504830,3,,"Either this is a 3-mana 1/2 flyer that draws you a card or it's a 2/3 flyer that lets you scry 1. Those are both fantastic deals, and it doesn't take an alluring song to get me to play this.",blue,xln,,,
Siren Stormtamer,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377547/large/144877_200w.jpg?1504650168,2.5,,"I like this card quite a bit. It is a 1/1 flyer for 1, which I always warn is overplayed, but being able to protect you or a creature you control later in the game more than justifies its inclusion. There are matchups where I'd side this out, as you do want the ability to be useful in order to make the cut, but I'd be happy maindecking it (especially in a raid-focused deck).",blue,xln,,,
Siren's Ruse,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379504/large/145765_200w.jpg?1505504771,1,2.5,"In a Pirate deck, especially one with many ETB effects, I'd happily run this. Outside of that, it's a sideboard card against removal, and not a particularly powerful one at that.",blue,xln,,,
Spell Pierce,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378008/large/145258_200w.jpg?1504822914,0.5,,"This is an awesome Constructed reprint, but a marginal Limited one. Side it in only if your opponent has multiple expensive spells, or if the matchup is very fast and they have a good amount of cheap removal spells they are inclined to play early.",blue,xln,,,
Spell Swindle,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378916/large/Spell-Swindle-Ixalan-Spoiler.png?1505253875,1.5,,"If you land this on an expensive spell, you really did swindle your opponent. That said, leaving 5 mana up is not trivial, and you aren't even guaranteed to have expensive cards to play with all that hard-earned Treasure. I like this in control decks, especially ones with lots of other instants (so that you don't waste your mana if you end up not being able to play this).",blue,xln,,,
Storm Fleet Aerialist,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377658/large/144971_200w.jpg?1504729718,3,,"This is both a raid reward and a raid enabler, and does a very good job on either side. I'm a fan of Storm Fleet Aerialist in any halfway aggressive deck, as triggering raid isn't hard and getting a 2/3 flyer for 2 is a very good deal.",blue,xln,,,
Storm Fleet Spy,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378360/large/145272_200w.jpg?1504901311,3,,"The same largely goes for Storm Fleet Spy-if you have 10+ creatures in your deck, I'd run this, and there's even less need to be aggressive. This is just good value, and it shouldn't be hard to figure out how to get an extra card from it.",blue,xln,,,
Storm Sculptor,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379510/large/145767_200w.jpg?1505504781,2,,"Now this is an interesting one. A 3/2 that can't be blocked is very powerful, and this nominally has a drawback of bouncing one of your creatures in order to make up for that (note that this will bounce itself if it's your only creature). But bouncing creatures with good enters-the-battlefield abilities seems like a natural fit, making Storm Sculptor a powerful engine and a substantial threat. I like this card, though some decks won't be able to play it (decks that are creature-light or have too high a curve). Decks with a low curve or lots of synergy will easily be able to sculpt games where this is awesome, and I think this may be the most interesting common to evaluate. Its value is going to fluctuate wildly, and figuring out when you want it will be a way to gain a good edge.",blue,xln,,,
Tempest Caller,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379514/large/145768_200w.jpg?1505504789,3,,"In aggressive decks, this is a great finisher, while also being fine to run out on turn 5 or 6 to get a couple of damage through. I wouldn't call it a bomb, but it's exactly what aggro needs to close out games.",blue,xln,,,
Watertrap Weaver,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379521/large/145770_200w.jpg?1505504803,3,,"I like this effect in just about any deck, as it helps push aggression or stabilize when you are behind. It's even a Merfolk, which is a substantial bonus for some decks.",blue,xln,,,
Wind Strider,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379522/large/145771_200w.jpg?1505504805,2,,"This set of stats and abilities always performs worse than it looks, so I'm going to start low on Wind Strider. 5 is just a lot of mana, and this rarely ends up ambushing the opponent, making it unexciting in a format with a lot of powerful things going on.",blue,xln,,,
Admiral Beckett Brass,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375432/large/142029_200w.jpg?1503948893,1.5,3,"You'd think that I'd be in for a sweet Grixis Pirate lord, but once you get down to brass tacks, this is too much work for too little payoff. Casting a 3-color card is a little easier due to Treasure, but still isn't trivial, and getting through with three Pirates is not easy. In a Pirate deck with good sources of Treasure, I would play the Admiral, but I'm not starting a Draft with her and going for it.",gold,xln,,,
Belligerent Brontodon,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377527/large/144786_200w.jpg?1504650128,1.5,,"I'm not a huge fan of 7-mana 6/6s, but this does have a bit more going on. Looming Altisaur is real good pals with the Brontodon, despite his belligerence, and I can imagine it being a solid way to top off your curve.",gold,xln,,,
Call to the Feast,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377528/large/144787_200w.jpg?1504650130,3,,"I wouldn't call this a bomb, but it's still a good early pick. Three 1/1 lifelinkers is an army in a can, and combined with any mass pump effect will put the opponent on the back foot. They also make it very difficult to kill you, as chumping and gaining life goes a long way.",gold,xln,,,
Deadeye Plunderers,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377530/large/144789_200w.jpg?1504650133,3.5,,"This will frequently be a 4/4 or 5/5 immediately, and grows while giving you tokens that have their own intrinsic value. That's more than enough to make me interested.",gold,xln,,,
Dire Fleet Captain,http://crystalcommerce-assets.s3.amazonaws.com/photos/6376299/large/144365_200w.jpg?1504290484,2,,"In the aggressive Red-Black Pirates deck, this is a threatening beater. Outside of that, things look a little more dire, and I'm not all that interested in playing this. It's a good addition to the deck if you can pick it up later, but I wouldn't take this early and go into it.",gold,xln,,,
"Gishath, Sun's Avatar",http://crystalcommerce-assets.s3.amazonaws.com/photos/6375448/large/142030_200w.jpg?1503948929,4,,"This has a rough mana cost and requires more Dinosaurs to be great, but the payoff is there. Smashing for 7 immediately is huge, and getting a blocker, plus having this untapped and ready to go, makes it a solid defensive play too. At least for now, if I open this, I will be taking it and trying to make it work.",gold,xln,,,
Hostage Taker,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375451/large/142031_200w.jpg?1503948939,4.5,,"If all this did was exile the target, Hostage Taker would be a prized early pick. Given that she lets you cast it and keep it forever, she's on the short list of best cards in the set. The opponent has maybe one turn to kill her and prevent the blowout, after which you end up insanely far ahead. I would also prioritize ways to get her back from the graveyard, or cards like Siren's Ruse, since the only thing better than taking one hostage is taking two.",gold,xln,,,
"Huatli, Warrior Poet",http://crystalcommerce-assets.s3.amazonaws.com/photos/6377536/large/144814_200w.jpg?1504650143,4,,"Huatli fits the traditional planeswalker mold as she adds to the board each turn, can defend herself, and has a minor plus ability to tie it all together. You'll be making Dinosaurs most of the time, but sometimes you might +2 into a nice -4 or -5 to finish the game. Either way, she's a powerful 5-drop and a card worth splashing.",gold,xln,,,
Marauding Looter,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377540/large/144833_200w.jpg?1504650152,3.5,,"Good stats plus a powerful repeatable trigger makes for a very strong early pick. As long as you remember to always loot, you'll be in good shape. Though if your hand is all good cards, should you really loot?",gold,xln,,,
Raging Swordtooth,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377544/large/144867_200w.jpg?1504650160,3.5,,"This is big, aggressively costed, and even triggers enrage, which I'm surprised those clowns on Limited Resources didn't mention. Take this and play it.",gold,xln,,,
Regisaur Alpha,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377655/large/144964_200w.jpg?1504729709,5,,"This is both the alpha and the omega, as it gives you an incredible 7/7 of stats and a persistent haste ability. It's great when you're ahead, great when you're behind, and overall just a fantastic card. It's likely the best card in the set, thanks to how little it asks of you and how much work it does.",gold,xln,,,
Shapers of Nature,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377546/large/144873_200w.jpg?1504650165,3.5,,"The gold uncommons in this set are on point (except you, Belligerent Brontodon-get your butt into gear). Shapers of Nature is an efficient beater with two very powerful activated abilities, plays well in any deck, and would be especially great in a Merfolk deck.",gold,xln,,,
Sky Terror,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378905/large/Sky_Terror.png?1505509878,3,,"Gold cards that aren't worth splashing lose a little luster, but this isn't terrorable if you are R/W aggro. I wouldn't first-pick this under most circumstances, but I would be happy playing it.",gold,xln,,,
"Tishana, Voice of Thunder",http://crystalcommerce-assets.s3.amazonaws.com/photos/6375465/large/142032_200w.jpg?1503948972,2.5,,"A 7-drop that requires a board presence to be good isn't exactly high on my list of bombs, though this will have games where it draws you three cards and is a 6/6. If you are playing ramp/control and have a decent amount of creatures, this is a fantastic finisher. In aggressive or creature-light decks, it's more noise than actual power.",gold,xln,,,
"Vona, Butcher of Magan",http://crystalcommerce-assets.s3.amazonaws.com/photos/6378362/large/145274_200w.jpg?1504901315,4.5,,"Besides sharing a name with one of the most iconic Diablo bosses, Vona is also one of the best bombs in the set. The clear play pattern here is to attack and to use the ability on their biggest blocker, which is cute. You also have the option of just playing this and crushing, which will work fairly well too. The only reason it doesn't get a 5 is that it dies to removal, which is a feature that the best of the best don't have.",gold,xln,,,
"Vraska, Relic Seeker",http://crystalcommerce-assets.s3.amazonaws.com/photos/6378912/large/vraska.png?1505510036,5,,"Vraska is expensive, but she delivers. Making a blocker and going up to 8 loyalty is the stones, and she can eat anything that looks threatening (and to continue the analogy, she uh, digests it and turns it into Treasure?). Sorry, Wizards creative. Vraska is splashable, and impacts any game very well, all while having such a high loyalty that I've got to give her the highest grade. Plus, her ultimate will end the game very quickly, especially once you've made two menace Pirates on the way there.",gold,xln,,,
Legion's Landing,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378917/large/Legions-Landing.png?1505253877,3,,"A 1/1 lifelink for 1 isn't a good deal, but it's not that hard to flip this, and a land that makes 1/1s for only 3 mana gives you a significant long-game advantage. I have this a bit below premium removal since it does so little on the back foot, though it's going to be a great card in good aggressive draws.",gold,xln,,,
Search for Azcanta,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378911/large/search_for.png?1505509973,3.5,,"I really like this as a build-around. An enchantment for 2 mana that scrys each turn is almost good enough and flipping into an Island that also doubles as a card-advantage engine makes me very excited to begin searching. It's not great without a lot of spells in your deck, but if you can put together a good control deck, this will help you crush the late game.",gold,xln,,,
Arguel's Blood Feast,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378349/large/145261_200w.jpg?1504901291,1,,"I don't like either side of this card very much, which does not bode well for its prospects. Paying 2 mana and 2 life to draw a card is not a great deal, and flipping into a land that lets you eat creatures for life doesn't make up for that. Plus, once this becomes the Temple, you no longer have a card out that lets you spend the life.",gold,xln,,,
Vance's Blasting Cannons,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379518/large/145719_200w.jpg?1505504798,4.5,,"Both sides of this are fantastic, and you even have a lot of control over when you flip this to boot. Drawing (most) of an extra card every turn is great, though it's much worse than Outpost Siege because it misses on lands. Once you get to the late game, you can play three spells and turn this into a repeatable Lightning Bolt, which will dominate as easily as an extra card would. This is powerful, worth splashing, and a very high pick.",gold,xln,,,
Growing Rites of Itlimoc,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378355/large/145267_200w.jpg?1504901301,2,,"Spending 3 mana to get a creature isn't great, though once this flips you are up a very good card. I'd run this in creature-heavy decks unless I was very aggressive, which makes it a fine mid-pack pick but nowhere near a bomb.",gold,xln,,,
Conqueror's Galleon,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377529/large/144788_200w.jpg?1504650131,3,,"In a deck capable of crewing it easily, this gives you the tools you need to conquer the opponent. Having Conqueror's Foothold in play means you win the long game by default, which is worth spending 4 mana and the crew cost. There will be draws where this is a blank, but as far as finishers go, I wouldn't ship it.",gold,xln,,,
Dowsing Dagger,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378902/large/dowsingdagger.png?1505245234,3.5,,"It's amusing that you don't always want to flip the Dagger, as a +2/+1 equipment for 2 and 2 mana is a good deal. Giving them Plants is a little annoying, but you can mow them down easily enough, and snagging a Gilded Lotus will be good at almost any point in the game. This looks like it fits best in midrange, as you don't care a ton about the extra life the Plants give them, while still having enough creatures and presumably some good things to cast with the extra mana.",gold,xln,,,
Primal Amulet,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377542/large/144856_200w.jpg?1504650156,1,2,"In a non-spell deck, this is clearly a blank. Once you have tons of spells, like 12+, maybe it does something, but even then it comes out so late that it might not give you a ton of value. I think I'd leave this one to the Constructed masterminds.",gold,xln,,,
Thaumatic Compass,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377660/large/144977_200w.jpg?1504729724,2.5,,"I love the idea of grinding out my opponent with this, as it looks like a solid addition to any control deck. It's as slow as they come, so don't go adding it to your aggro decks, but in midrange or control it can be effective. Once it flips, it does an amazing job of keeping you alive, giving you time to finish the game with whatever you desire.",gold,xln,,,
Treasure Map,http://crystalcommerce-assets.s3.amazonaws.com/photos/6376301/large/144537_200w.jpg?1504290489,3,,"I'm in for a treasure hunt, as this provides a little value each turn until the third, at which point you get showered in a bounty of riches. Like many of these cards, this is a late-game engine more than anything proactive, so don't overload your deck with nonsense or you will get run over.",gold,xln,,,
Cobbled Wings,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379431/large/145708_200w.jpg?1505504637,1,,"I can see siding this in for a matchup that always goes to a board stall, but I suspect you can do better. This just doesn't pack enough punch to be worth a whole card.",gold,xln,,,
Dusk Legion Dreadnought,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377534/large/144793_200w.jpg?1504650140,2,,"In a creature-heavy deck, this is a fine 5-drop. It's got a lot of stats, a reasonable crew cost, and even vigilance (which is weaker on Vehicles, given that you need twice the crew to take advantage of it).",gold,xln,,,
Elaborate Firecannon,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379442/large/145709_200w.jpg?1505504666,1,,"I see this mostly as a sideboard card against a deck full of small creatures, because paying 6 mana for 2 damage, then 4 mana plus a card for each subsequent 2 damage is not a good deal.",gold,xln,,,
Fell Flagship,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378353/large/145265_200w.jpg?1504901298,2.5,,"In a Pirate deck, this does a lot of work. It makes all of your Pirates better (which also reduces how hard it is to crew this), and might poke in for a card or two if the way is clear. That's a lot for 3 mana, and this can even be a flagship card if your deck is tribal enough.",gold,xln,,,
Gilded Sentinel,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379454/large/145711_200w.jpg?1505504686,1,,"If you really need another warm (cold) body, here you are. A 3/3 for 4 is not exactly the gold standard, so only run this if you are really short creatures.",gold,xln,,,
Hierophant's Chalice,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379458/large/145714_200w.jpg?1505504692,1,,"Draining for 1 isn't something ramp decks care about a ton, and a 3-mana ramp spell is not exciting enough to be worth running (especially when it doesn't fix colors). I'd avoid this.",gold,xln,,,
Pillar of Origins,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377541/large/144848_200w.jpg?1504650154,1.5,,"If your deck is extremely heavy on a tribe and that tribe has a lot of 4+ drops, maybe this is worth it. Not casting spells or off-tribe cards makes this a pretty risky addition, as it's very easy for it just to be dead.",gold,xln,,,
Pirate's Cutlass,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377654/large/144963_200w.jpg?1504729705,3,,"I would never cut this from a Pirate deck, and would even run it with as few as 4 Pirates. The rate is solid enough on its own, and if you can get the first equip for free, you've come out way ahead.",gold,xln,,,
Prying Blade,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379487/large/145715_200w.jpg?1505504740,1,,"A Treasure-generator that requires you to get through for damage is not something I'm interested in. Combining cheap, evasive creatures and expensive spells seems pretty bad, so this card ends up being a mix of two clashing strategies.",gold,xln,,,
Sentinel Totem,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377545/large/144870_200w.jpg?1504650162,0,,Constructed-only sideboard material.,gold,xln,,,
Shadowed Caravel,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379121/large/145615_200w.jpg?1505405671,1.5,,"You need to be doing tons of exploring for this to be worth it, as it won't be all that valuable until it becomes a 4/4 (or bigger). It looks more like a Constructed engine than a Limited one, given how many explore cards you need for this to be great.",gold,xln,,,
Sleek Schooner,http://crystalcommerce-assets.s3.amazonaws.com/photos/6376305/large/144536_200w.jpg?1504290499,2.5,,"Crew 1 and a low cost do make this sleek enough to run in any deck full of creatures, even if it's not all that exciting.",gold,xln,,,
