lowScore,review,number,title,set,color,rarity,instant,removal,face,fixing,imageUrl
4.9,"This is certainly a build-around, and one you have to really go hard on to see benefits. Like most R&D departments, there are a lot of costs before you get a payoff, though the payoff is quite big. It's also great that it fuels itself, as once you start drawing cards, you find more spells, and so on, with each jump-start spell counting twice (that, I believe, is the joke). Eventually you'll have enough cards that you just start building a bomb, as most respectable research does, and this ends the game nicely too. I will enjoy playing with this, though I'd want 10+ spells, and for a few of them to have jump-start, before I started getting really excited.",171,Firemind's Research,drn,blue+red,rare,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Firemind's Research.png
4.9,"I'd really only run this if my deck was insanely aggressive or had a heavy spells-matter theme. I'm looking to maximize card quality more than velocity, and this is a way to throw away cards if you don't have a specific plan for it.",111,Maximize Velocity,drn,red,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Maximize Velocity.png
4.9,"It's not a shock that this also pulls its weight, and it does quite well in aggressive or defensive decks. Getting to attack with your 3/1 mentor creature and then casting Righteous Blow (I think this is one two-word card I won't be shortening when describing it) is a good exchange even though your 3/1 doesn't get damage through.",23,Righteous Blow,drn,white,common,instant,removal,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Righteous Blow.png
4.9,"Between convoke and undergrowth, I don't think it's too generous to give this a 3.0. By itself, it's a fine way to use 3 mana, and it's great once it gains some relevant synergies. I do find it funny that cats are supposed to have nine lives, yet you'll sacrifice or chump with this at the first opportunity.",129,Generous Stray,drn,green,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Generous Stray.png
4.9,"There is a real risk that this runs out of food, and it does weaken your other undergrowth cards, but you do get quite the beefy body in exchange. Think of this as a 6-drop that lets you double-spell on turn 6, as you are rarely running it out early. Even under that constraint, it's still a great deal. This demands a fast answer, so the drawback isn't likely to be around for that many turns, and it is a lot of stats at very low cost. There's also a CharnelFireTroll.com joke here, but this has been a long week. Assume it was great.",160,Charnel Troll,drn,black+green,rare,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Charnel Troll.png
4.9,"If you end up with a couple of good 1-drops, this goes from mediocre playable to quite exciting, so keep an eye out. It's hard to set this up, but the reward is there, and getting a card and mana advantage is well worth spending 5 mana on. It also combos nicely with surveil, as you won't need to have ever cast creatures before playing this.",71,Gruesome Menagerie,drn,black,rare,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Gruesome Menagerie.png
4.9,"This is a classic build-around, and a throwback to Dimir's strategy from OG Ravnica. If you can pair this with blue jump-start cards and a good defensive deck, it's a solid win condition, and punishing against opposing surveil decks.",39,Drowned Secrets,drn,blue,rare,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Drowned Secrets.png
4.9,"*Snuffling noise intensifies.* (This is a fine card, and can help you trigger mentor, but it's no prize pig.)",114,Rubblebelt Boar,drn,red,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Rubblebelt Boar.png
4.9,"I'd only play this if I were 3+ colors, and even then I'd hope to do better. It's just so clunky, even though it does count as a Gate for the cards that care about that.",247,Gateway Plaza,drn,land,common,,,,fixing,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Gateway Plaza.png
4.9,"Against some decks, this will be a bust, though I do like that it's a sweeper that you can play in aggro decks. This looks like it will punish Golgari and Selesnya more than others, though every guild has creatures that you can arrest.",4,Citywide Bust,drn,white,rare,,removal,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Citywide Bust.png
4.9,"This fills out your curve and has some relevance in the late game, which will help convoke decks. The rate on the pump isn't good enough to make me excited about this, though that might be a dissenting opinion if this set ends up being very fast.",127,Devkarin Dissident,drn,green,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Devkarin Dissident.png
4.9,"As far as defensive plays go, you could do worse with your money. A 1/1 deathtouch keeps the ground clear, and does it cheaply. This plays nicely with undergrowth and helps keep surveil control decks alive, making it a good fit for most black decks.",72,Hired Poisoner,drn,black,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Hired Poisoner.png
4.9,"Sitting behind a Wall of Mist and surveilling sounds like an ideal situation to me, and Chemister's Insight doesn't sound half bad either. As far as defensive plays go, this is one of the better ones.",58,Wall of Mist,drn,blue,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Wall of Mist.png
4.9,"Sure, why not? This helps with mentor when you cast it pre-combat, and will win most combats when your opponent blocks your 3/1 mentor creature. Red decks need this effect more than normal, so this looks a little better than it usually would be.",118,Sure Strike,drn,red,common,instant,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Sure Strike.png
4.9,"In a normal deck, this is not great. You get 2-for-1ed and the couple life you gain doesn't make up for that. In a deck with a lot of good sacrifice fodder, this is premium removal, which is nice because you may pick them up quite late. As long as you have enough Burglar Rats and Muse Drakes, this will do the trick.",85,Severed Strands,drn,black,common,,removal,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Severed Strands.png
4.9,"The build-around part of this is how controlling you have to make your deck for this to be good. It reminds me of something like Villainous Wealth, or Genesis Wave-you need a ton of mana, but the payoff is large. It gets even more effective against Dimir decks, as surveil gives you lots of action, though the main factor in whether this is good is if you can survive until you have 7-8 mana in play. I bet this isn't great most of the time, but will be a good finisher for a very controlling deck.",189,Mnemonic Betrayal,drn,blue+black,mythic,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Mnemonic Betrayal.png
4.9,"I'm super hyped for Guild Summit. Making all of your Gates into cantrips sounds awesome, and there could be a sick deck there. I especially like that it pays you for Gates in play and ones you draw later, which makes this look like a strong incentive to draft that deck.",41,Guild Summit,drn,blue,uncommon,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Guild Summit.png
4.9,"In a spell-heavy deck, this is a serviceable 2-drop. It blocks well enough and can attack as a 2/3 or 3/3 later in the game. That's not exciting, but even the brilliant Izzet need someone to clean up after their experiments, or run errands, picking up whatever weird crap they need to run experiments with.",101,Fire Urchin,drn,red,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Fire Urchin.png
4.9,"Looking at a lot of the creatures in this set, Child of Night looks a bit lackluster compared to its previous incarnations. It's certainly a playable still, as it will often trade for a card and gain you 2-4 life, but Dimir Informant is its mortal enemy, and there are a lot of cards like that (see: the card directly above this one).",65,Child of Night,drn,black,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Child of Night.png
4.9,"I don't hate Narcomoeba in a deck with a lot of surveil. Getting a 1/1 flyer for free (no mana or card cost) is a big game, and if you are seeing 6-7 cards a game via surveil, that gives you a decent shot of getting this into play for free.",47,Narcomoeba,drn,blue,rare,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Narcomoeba.png
4.9,"Boros decks won't have room for that many 5-drops, so I'm not that high on this. Still, it does give you 5/3 worth of stats and attacks immediately, so it's a fine way to top off your curve.",92,Barging Sergeant,drn,red,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Barging Sergeant.png
4.9,"You have to assume this dies as soon as you attack, though that's where combat tricks come in. The opponent is a lock to block this, so Sure Strike and the like become basically kill spells. Plus, if this trades for a 3-drop but you got a +1/+1 counter, that's not the worst deal.",176,Hammer Dropper,drn,red+white,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Hammer Dropper.png
4.9,"As far as build-arounds go, this one is divine. In a deck without token-making, this does literal zero, but if you can make two Angels you end up very far ahead. Sadly, the card file doesn't support this all that well-white and green just don't have much in the way of tokens, so I'm not convinced that this is something you can slam early. The best enabler is Sworn Companions, so if you have a couple of copies and see Divine Visitation, I'd go for it.",10,Divine Visitation,drn,white,mythic,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Divine Visitation.png
4.9,"You don't have to gain much life for this to be worth the cost, as a 5-mana 4/4 is only slightly smaller than what I'd expect to get. Sometimes this will be awesome, as gaining 5+ life makes this into a really easy way to stabilize (and it gives you a 4/4 to then start attacking with).",135,Kraul Foragers,drn,green,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Kraul Foragers.png
4.9,"This doesn't turn the dial up to 11, but it's no slouch either. This is an above-average playable, and it'll make the cut most of the time. As long as you have enough creatures that you aren't wasting the death trigger very often, this gives you enough stats for 3 mana that it's worth a slot.",86,Spinal Centipede,drn,black,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Spinal Centipede.png
4.9,"Decking the opponent by looping two of these sounds amazing, and I will certainly be trying to win based on that. As for this card without those shenanigans, it's a lot less devious, and more clunky-a 4-mana counterspell isn't really where you want to be. Counterspells get much worse the more mana they cost, and 4 is enough that you really get punished when you leave it up and don't get to counter something. I'd basically only run this if your opponent has a bunch of insane expensive spells or if you really are going for the decking achievement.",35,Devious Cover-Up,drn,blue,common,instant,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Devious Cover-Up.png
4.9,"Gravitic Punch is going to finish a lot of games, and is more a Boros card than an Izzet one. Note that it does not deal damage to creatures, so it's really just a fancy Lava Axe (or two). This can be fizzled by bounce or removal on the creature, so in an ideal world you'd target something that's under Luminous Bonds or Capture Sphere to mitigate that.",105,Gravitic Punch,drn,red,common,,,face,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Gravitic Punch.png
4.9,"This looks really bad to me. The Gate deck is naturally going to be a defensive one, and this is a very aggressive set of abilities. I'll pass.",236,Glaive of the Guildpact,drn,artifact,uncommon,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Glaive of the Guildpact.png
4.9,"Tapping down two blockers opens the doors for attacks on almost any board, and with mentor, one opening is often all you need. The next turn, you have the Packbeast to attack with, plus your mentor creatures get value from the previous turn's attacks. I wouldn't run this outside of aggro, though it's quite strong as the high end for beatdown.",17,Intrusive Packbeast,drn,white,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Intrusive Packbeast.png
4.9,"Defensive decks will be more than happy to hitch their wagons to this, as it stops Skyknight Legionnaires right in their tracks. The usual caveat about high-toughness low-power defenders being weak to mentor applies, but this feels like the kind of card many of the Selesnya and Golgari decks will count on.",133,Hitchclaw Recluse,drn,green,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Hitchclaw Recluse.png
4.9,"Mephitic Vapors will be a great sideboard card and a plausible main deck one, depending on how many of your own creatures it kills. Surveil 2 is a nice bonus, so if this kills even one creature you are likely ahead.",76,Mephitic Vapors,drn,black,common,,removal,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Mephitic Vapors.png
4.9,"This is a hard card to evaluate, because it will vary so drastically between matchups. At a baseline, if you're playing an aggressive deck you should probably run this, and if you ever snipe more than one creature at once it's excellent. Control decks don't want this, and you have to be selective while sideboarding-against some decks this will be awesome.",53,Selective Snare,drn,blue,uncommon,,removal,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Selective Snare.png
4.9,"Even a baby Dragon is a Dragon, and this will chew up the opponent and their small creatures without much trouble. As far as 5-drops go, this is one of the better ones.",106,Hellkite Whelp,drn,red,uncommon,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Hellkite Whelp.png
4.9,"Once you have 3+ Gates, this becomes a premium 5-drop. Until then, it's just a dorky lizard, one you wouldn't trust to guard even the least important of entrances.",172,Garrison Sergeant,drn,red+white,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Garrison Sergeant.png
4.9,"I've played a few Sealeds, and Lockets have been… fine. They are playable if you have a medium to high curve, and it is nice that you can crack them for two cards later in the game, but I'm still not thrilled to spend 3 mana on them early (which makes them dubious acceleration). I like these quite a bit more than any other 3-mana rocks in the past, so I'm curious to see how people rate them in a month.",234,Dimir Locket,drn,artifact,common,,,,fixing,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Dimir Locket.png
4.9,"Effects like this are classically sideboard cards in Draft and main deck cards in Sealed, and this is no exception. Note that it doesn't kill artifacts, which is a shame with all the Lockets running around.",126,Crushing Canopy,drn,green,common,instant,removal,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Crushing Canopy.png
4.9,"I like this little bugger. It gets in for a few points of damage, then you can trade it off for a card in their hand before they hit their high drops. It also enables undergrowth, making this a fine playable for multiple reasons.",81,Pilfering Imp,drn,black,uncommon,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Pilfering Imp.png
4.9,"Vedalken Mesmerist has convinced me that it's going to play well, especially in Izzet. This can help you push through damage and make profitable attacks, especially when you add some combat tricks to the mix. Blue isn't the best color for this, as it would be a lot more exciting in white.",57,Vedalken Mesmerist,drn,blue,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Vedalken Mesmerist.png
4.9,"I've played a few Sealeds, and Lockets have been… fine. They are playable if you have a medium to high curve, and it is nice that you can crack them for two cards later in the game, but I'm still not thrilled to spend 3 mana on them early (which makes them dubious acceleration). I like these quite a bit more than any other 3-mana rocks in the past, so I'm curious to see how people rate them in a month.",238,Izzet Locket,drn,artifact,common,,,,fixing,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Izzet Locket.png
4.8,"You have to be aggressive to really make this gird, but if you are it can be a game-changer. Playing this plus another creature or removal spell on turn 4 is a huge swing, especially if it lets your creatures attack when they otherwise couldn't.",12,Gird for Battle,drn,white,uncommon,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Gird for Battle.png
4.8,"If you're in the market for combat tricks, this is a good one (I imagine a market for combat tricks being some kind of open-air bazaar, with people haggling over Giant Growths and Mighty Leaps). You can even cast this without any mana untapped, which is sure to be a headache to play around over the course of the format.",139,Pack's Favor,drn,green,common,instant,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Pack's Favor.png
4.8,"I'd sideboard this in against slow decks, or main deck it in Sealed. A one-for-one hand disruption spell that costs 3 mana is a bit slow for Draft, so you really want to make sure that the matchup is slow enough for this.",80,Never Happened,drn,black,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Never Happened.png
4.8,"This plays both defense and offense, but does neither spectacularly well. I'll pass.",50,Passwall Adept,drn,blue,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Passwall Adept.png
4.8,"Maniacal Rage is wildly unplayable outside the most aggressive of Boros decks, but it can steal games there. It's vulnerable to bounce and removal, though the payoff is solid if you can dodge those. Remember that you can use this as a way to remove a blocker in a pinch, though it's one of the more painful ways of doing so.",110,Maniacal Rage,drn,red,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Maniacal Rage.png
4.8,"I've played a few Sealeds, and Lockets have been… fine. They are playable if you have a medium to high curve, and it is nice that you can crack them for two cards later in the game, but I'm still not thrilled to spend 3 mana on them early (which makes them dubious acceleration). I like these quite a bit more than any other 3-mana rocks in the past, so I'm curious to see how people rate them in a month.",237,Golgari Locket,drn,artifact,common,,,,fixing,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Golgari Locket.png
4.8,"I'd be happy enough running this in any aggressive deck. For that deck to be successful, you're going to want enough 2-drops so that this works out well. Mentor on a 3-power creature is basically free in that regard, and I don't expect it to require you to draft very differently than you would otherwise. In a defensive deck, this becomes a lot less interesting, which is true of most mentor creatures.",1,Blade Instructor,drn,white,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Blade Instructor.png
4.8,"Now this is a maindeckable artifact/enchantment removal. Getting a 2/2 vigilance is a great fail case, and you can even turbo this out with your other creatures. I really like Sprouting Renewal, and would love to see more cards as flexible as this one.",145,Sprouting Renewal,drn,green,uncommon,,removal,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Sprouting Renewal.png
4.8,"Erstwhile Trooper is going to play well in most Golgari decks. You need a high creature count (16+) to make it good, and once you have that it's quite the brick wall. Imagine dropping this against a Boros deck on 3. If they don't have a trick, they will rarely be able to attack into it, and even some of the tricks lead to a 2-for-2 trade. It also fuels undergrowth as needed, and even gains trample, so it can be a good way to start closing out games.",169,Erstwhile Trooper,drn,black+green,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Erstwhile Trooper.png
4.8,"The last time we saw a 3/1 flyer for 4, it had minor Vampire synergies propping it up. Here, you just have undergrowth, which isn't nothing. This is still pretty fragile, so there's no shame in leaving it out of your deck.",62,Bartizan Bats,drn,black,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Bartizan Bats.png
4.8,"With a ton of cheap spells, this is a playable, but that's not going to be most decks. Note that you still have to pay for the spell, so this is essentially a surveil 2 Recoup that doesn't have flashback. That's fine, but not exciting.",44,Mission Briefing,drn,blue,rare,instant,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Mission Briefing.png
4.8,"I love the Goblin way of picking a lock, though I won't be in a hurry to toss this in my deck. There aren't that many defenders, and 2/1s for 2 are a dime a dozen.",104,Goblin Locksmith,drn,red,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Goblin Locksmith.png
4.8,"In a 2-color deck, this is abysmal, and even in a 3-color deck I'm not thrilled. Only once I was 4 or 5 colors would I want Lantern, which won't be most decks you'll draft.",233,Chromatic Lantern,drn,artifact,rare,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Chromatic Lantern.png
4.8,"1 mana for +2/+2 has proven to be perfectly serviceable, and I expect this to make the cut in most Boros decks. Note that precombat pump spells open up more mentor possibilities, even if you give up some extra life in this case.",28,Take Heart,drn,white,common,instant,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Take Heart.png
4.8,"This statline is good enough to play but bad enough to not be excited about it. There's an Andrew Baeckstrom joke here if I try hard enough, but I'm above such immature things (plus, he's a Platinum pro now, so the joke doesn't quite work anymore).",150,Wild Ceratok,drn,green,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Wild Ceratok.png
4.8,"The biggest drawback of a 4/1 flyer is that it dies too easily, and the ability here does quite a bit to mitigate that. It is still clunky to get this back and replay it, but you don't need a 4/1 flyer to live for very long before you win the game. There is also the nice surveil synergy, as you can dump this in your bin early and get it back when you have time to use it.",73,Kraul Swarm,drn,black,uncommon,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Kraul Swarm.png
4.8,"One of my wishes for this format is that I never have to play the Crab. A vanilla 2/5 is just not that exciting, and you can do better almost all the time.",60,Wishcoin Crab,drn,blue,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Wishcoin Crab.png
4.8,"The only thing I fear is having to play this card. It doesn't get mentored well (a symptom of it choosing to go guildless), and it doesn't have particularly impressive stats.",100,Fearless Halberdier,drn,red,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Fearless Halberdier.png
4.8,"The mana-to-effect ratio here isn't fantastic, and all the guilds have access to better removal options. Still, this does kill most of what needs killing, so don't be ashamed if you've gotta play it.",241,Silent Dart,drn,artifact,uncommon,,removal,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Silent Dart.png
4.8,"This buys you a lot of time in a defensive deck, and gives you some nice mentor targets in an aggressive one. You do need to put in a little work to make this great, but I swear that it's worth it-once you have a couple of mentor cards or a go-wide pump spell, this will deliver.",27,Sworn Companions,drn,white,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Sworn Companions.png
4.8,"In a normal deck, this is exactly what the name suggests-not the most efficient way to get to the place you want to go. Casting a 4-mana ramp spell isn't great when your curve tops out at 5. In a deck well-suited to take advantage of that ramp, this is a key part of the archetype, as ramping into 6s and 7s can be very effective. This also pairs well with card draw, as casting a draw two into a 4-drop is a perfectly good way to spend 7 mana. Between this and District Guide, there may be an uncommon-driven 5-color deck, though Urban Utopia and Lockets do provide some support at common.",125,Circuitous Route,drn,green,uncommon,,,,fixing,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Circuitous Route.png
4.8,"Once again, how much sacrifice fodder you have determines how good this is. I do like that it's a 3/3 for 4 base, but that alone doesn't make it an exciting addition. Sorcery-speed sacrifice is also a lot worse than instant, as this won't fizzle removal spells or get you value off chump blocks, so beware when comparing this to other sacrifice effects.",87,Undercity Necrolisk,drn,black,uncommon,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Undercity Necrolisk.png
4.8,"Let's leave this one for the Constructed brewers, as you aren't going to be turbo'ing out things like Enter the Infinite in Limited. Still, this is a 3/4 for 5, which doesn't have the worst stats, and does let you play spells at a discount or at instant speed. I'd run this if I was really short on creatures, which does imply a lot of spells, though I wouldn't be looking to try and cheat in off-color spells or anything like that.",49,Omnispell Adept,drn,blue,rare,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Omnispell Adept.png
4.8,"This may not look like it deserves a build-around grade, but it's such a focused aggro card that I feel it warrants one. In an aggro deck, this is great removal, and will assist in you curving out and crushing the opponent. In a midrange or control deck, it's close to blank, and that explains the disparate ratings.",9,Demotion,drn,white,uncommon,,removal,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Demotion.png
4.8,"If you have a ton of fodder (Burglar Rats and Generous Strays) this goes up in value, as it's essentially ""sacrifice a creature to kill target creature"". It can also open the door to attacks by giving the team deathtouch, and remember that deathtouch plus trample is a mondo combo.",210,Undercity Uprising,drn,black+green,common,,removal,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Undercity Uprising.png
4.8,"I can't imagine being excited to put this into my deck. I'm not trying to throw shade-it's just not very efficient, and not that big to start with. If you're really lacking mana sinks, this could get there, but I hope that you can do better.",88,Veiled Shade,drn,black,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Veiled Shade.png
4.8,"This is a lot of mana and setup to get a payoff, though it can do some pretty wild stuff given enough time. Casting three spells in the same turn will often win you the game, but that's not going to happen all that easily, and you have to play a 6-drop that doesn't affect the board to set it up. I'm low on this, though obviously I'll try and go wild if I open one.",207,Thousand-Year Storm,drn,blue+red,mythic,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Thousand-Year Storm.png
4.8,"This is about as replaceable as 2-drops get, which is why I assume it's relegated to the tenth district instead of one of the first nine. It can make it more likely a mentor creature (or target) survives combat, but that's not enough to make it exciting.",29,Tenth District Guard,drn,white,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Tenth District Guard.png
4.8,"Convoke decks are in the market for cheap creatures, and this can help you survive until your Siege Wurms and whatnot hit the battlefield, but I'm still grappling with how badly 0-power defenders line up against mentor. I wouldn't prioritize this, and getting indestructible in the late game doesn't move the needle much.",131,Grappling Sundew,drn,green,uncommon,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Grappling Sundew.png
4.8,"Undergrowth doesn't seem that well-supported in this set, so I'm wary of the rewards that require a lot of creatures before they pay you off. At least Lotleth Giant costs 7, so you should have a well-stocked graveyard by then, whereas Moodmark Painter really wants to come down early but likely won't grant a whole lot until later. Menace also falls off later in the game, so I'm not really sure how this fits into most decks.",78,Moodmark Painter,drn,black,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Moodmark Painter.png
4.7,"Vigorspore Wurm does a lot for a common, and I wouldn't overlook it. The undergrowth ability will often be good for a couple extra damage, and granting vigilance means that damage will usually be free. The 6/4 body may be a little vulnerable, but being immune to double-blocks goes a long way in making this a powerhouse threat. At 6 mana, you don't want a ton of these, but I like these as the Golgari finisher of choice.",147,Vigorspore Wurm,drn,green,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Vigorspore Wurm.png
4.7,"If this is doing 5+ damage, it's a fantastic finisher. If it's doing a lotleth, I'm not all that excited. As such, I'd want to play this in a deck focused on filling the bin, whether that's an undergrowth deck, a surveil deck, or some combination. This isn't quite a high enough payoff to slam early, but later in the draft will find some takers.",74,Lotleth Giant,drn,black,uncommon,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Lotleth Giant.png
4.7,"I'm trying to figure out what a surveil deck really does with this, and I'm not quite sure. You still need a good way to win because this doesn't provide that, even with the ability to stop you from decking. Plus, surveil 4 isn't that much better than surveil 2, so I'm not very excited about the prospect of Enhanced Surveillance (both in this set and in real life).",40,Enhanced Surveillance,drn,blue,uncommon,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Enhanced Surveillance.png
4.7,"Swathcutter Giant is a beefy 6-drop, and helps Boros win games where their offense has stalled out. This hits hard, and the ping effect opens the door for your smaller creatures to attack into larger ones. You will want zero or one 6-drops in Boros, but this is one that's worth including.",202,Swathcutter Giant,drn,red+white,uncommon,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Swathcutter Giant.png
4.6,"The targeted version is a little worse, because the upside isn't quite as high, though it being an instant is a bonus. I like playing one of these in removal-light decks, and am happy to pick up extra copies for the sideboard.",5,Collar the Culprit,drn,white,common,instant,removal,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Collar the Culprit.png
4.6,"I can accept that I underrated Goblin Motivator, but this one is so much worse. I really don't think this is good enough, even with all of this mentor running around.",119,Torch Courier,drn,red,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Torch Courier.png
4.6,"This card isn't a stone zero, but I like doing that for effect. There's power here, but I'm not sure how often this wins you a game you weren't otherwise winning. It is nice if you can jam a ton of 3/1 and 4/2 mentor creatures, then save them plus set up a lethal alpha strike the next turn. I'm just suspicious of such a narrow card, as it's literally uncastable if you aren't planning on winning, which limits its effectiveness dramatically. It's not a combat trick and you have to be sure that the game will conclude to put it on the stack. The real chance for glory is playing this when you need to topdeck on the extra turn, ideally as the last card in your hand so the opponent knows.",159,Chance for Glory,drn,red+white,mythic,instant,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Chance for Glory.png
4.6,"This one, however, should make you feel ashamed. This may form the skeleton of the nut Golgari undergrowth deck, but it's too low impact and slow for me to take it seriously.",242,Wand of Vertebrae,drn,artifact,uncommon,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Wand of Vertebrae.png
4.5,I like this as a sideboard card. I dislike this having a creepy Boros mask dude on it.,7,Crush Contraband,drn,white,uncommon,instant,removal,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Crush Contraband.png
4.5,"In a normal 2-color deck, this is too expensive for what it provides. Remember, it isn't acceleration, just color fixing, so it really only gets good once you're at 3+ colors.",146,Urban Utopia,drn,green,common,,,,fixing,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Urban Utopia.png
